Issue ID,URL,Title,State,Description,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
57,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/57,WF plnění tabulky R_SF_PRISTUPY_UZIVATEL,Closed,"Vytvořila jsem WF WF_SF_RSFUP_AT
WF obsahuje 3 MWF

![WF](/uploads/7ad5f34f328aa2040aa3b9cb4daf4d87/WF.PNG)


    1. MWF v jednom kroku maže tabulku R_SF_UZIVATEL_PRISTUPY a v druhém kroku plní tabulku R_SF_UZIVATEL_PRISTUPY
![MWF_TABULKA](/uploads/1a11759125f466c7a6c37b2c6af30a0c/MWF_TABULKA.PNG)

    2. a 3. MWF jenom plní tabulku R_SF_UZIVATEL_PRISTUPY
![MWF_MICROWORKFLOW](/uploads/ecf8e9f76b7798dd555ba1547621b860/MWF_MICROWORKFLOW.PNG)
![MWF_WORKFLOW](/uploads/ffbca683ac9ae0a90d580db0571a2a5e/MWF_WORKFLOW.PNG)

Když pustím v aplikaci tento WF, tak se vykoná pouze 1. MWF.
2. a 3. nic neudělá.

Co dělám špatně?",Leinveberová Katarína,leinveberova_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-11-03 09:21:27,2020-11-20 16:51:13,2020-11-20 16:51:13,HotFix 1.2.1,,"Bug,High,In Review",0,0
58,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/58,"Nefunkční přihlášení, pokud je v loginu uživatele velké písmeno",Open,"Pokud mám uživatele s loginem, který obsahuje velké písmeno, nemůžu se jako dotyčný uživatel přihlásit - přihlašovací obrazovka zamrzne.",Sklenarova Pavla,sklenarova_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-11-03 11:22:17,2020-11-26 10:46:11,,,,"Feature,In Scope,Low",0,0
59,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/59,Špatné datové typy v některých tabulkách,Open,"Některé FK nejde v DB vytvořit, protože sloupec v child tabulce má nesprávný datový ty (Varchar(6) místo Number(19))
Podle informací od pana Kubaly jde o CGI tabulky


| M_SCENAR_SADA_SCENARU.SADA_SCENARU_ID=M_SCENAR_SADA.ID   |
| M_SCENAR_SADA_SCENARU.SCENAR_ID=M_TESTING_SCENAR.ID      |
| M_KROK_VSTUPNI_PARAMETR.KROK_SCENARE_ID=M_SCENAR_KROK.ID |

| R_BEH_HISTORIE.KROK_SCENARE_ID=M_SCENAR_KROK.ID   |
| R_SPUSTENI_HISTORIE.REPORT_ID=M_REPORT.ID         |
| M_SCENAR_KROK.SADA_TEST_DAT_ID=M_SADA_TEST_DAT.ID |
| M_SCENAR_KROK.SCENAR_ID=M_TESTING_SCENAR.ID       |",Hajek Milan,hajek_goodatit,Hajek Milan,hajek_goodatit,No,No,,2020-11-03 14:04:59,2020-11-06 15:22:05,,,,In Review,0,0
60,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/60,Garbage,Open,"Evidence překonaných, zbytečných, omylem vytvořených, nepoužívaných struktur, zkrátka balastu, který nejde současnými prostředky odstranit a jsou určeny k odstranění, zneškodnění, zmizení, vymazání...",Rysanek Karel,rysanek_cgi,Kubala Milan,kubala_cdt,No,No,,2020-11-05 12:23:15,2021-01-06 10:46:35,,,,"Feature,Low",0,0
61,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/61,Je možné vytvořit víceúrovňový strom v TPI aplikaci?,Closed,"Dobrý den,
je možné vyrobit víceúrovňový strom v TPI aplikaci? Momentálně máme obrazovky všech modulů pod kořenem TPI a rádi bychom to TPI ještě rozčlenili podle modulů (Security Framework, Report Engine, Automated Test Engine). V Service selektor konfigurátoru jsem tuto možnost neobjevila.

Děkuji za odpověď.

![TPI_strom](/uploads/832906f02b510e53dfee595feec5cb7d/TPI_strom.PNG)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-11-06 16:41:00,2020-11-09 12:32:00,2020-11-09 12:32:00,,,"Low,Question",0,0
62,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/62,oprávnění na mazání v tabulce M_AKTIVUM_PRISTUP v db,Closed,"Dobrý den,
chtěla bych Vás požádat o oprávnění na mazání v tabulce M_AKTIVUM_PRISTUP v db, z důvodu laďení plnění této tabulky na defaultní oprávnění.
Děkuji,
Katka Leinveberová",Leinveberová Katarína,leinveberova_cgi,Kubala Milan,kubala_cdt,No,No,,2020-11-10 09:50:07,2020-11-11 11:22:19,2020-11-11 11:22:19,,,"Feature,High",0,0
63,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/63,Rozdil DB / app view v opravneni id 3800206,Open,"V aplikaci (vrstva PDMD/1800020) je videt pouze 10 řádků. Níže uvedeným dotazem vidíme platných řádků 51023.
Proč nejsou vidět v aplikaci? Podobně je to i v dalších případech teto tabulky.

```
select * from IFC.m_aktivum_pristup 
where opravneni_id=3800206  
and msg_id=100016 and vrstva_od <= 2001 AND vrstva_do > 2001 AND zruseno = 0;
```",Rysanek Karel,rysanek_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-11-10 10:02:09,2021-02-14 19:50:29,,,,"Feature,Low",0,0
64,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/64,"Hlaska o nevyplnem poli, ktere je vyplnene",Open,"Pole bylo vyplnene, ale formular nesel ulozit s hlaskou, ze pole je nevyplnene. Viz screencast.

[NejdeulozitZaznam.mkv](/uploads/cd680c7bdf09c10a4c3a4252a7715188/NejdeulozitZaznam.mkv)

Slo vyresit jedine opetnym vyplnenim vyplneneho pole.",Rysanek Karel,rysanek_cgi,Adrian Hideghethy,hideghethy_goodatit,No,No,,2020-11-12 10:04:04,2021-02-02 09:23:15,,Release 1.3,,"Bug,Medium",0,0
65,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/65,Child tabulka Nelze filtrovat podle přeložených hodnot - je vyžadováno ID,Closed,"Na child tabulce chci vyfiltrovat určitou hodnotu ve sloupci. Pokud tuto hodnotu zadám slovně, systém po mě vyžaduje zadat ID, které jako uživatel nebudu znát. Týká se sloupců, kde je nastaven jako business popis např. název, jméno, login apod. (zkrátka lidsky čitelné identifikátory). Přikládám záznam.
[filtrovaniPodleIDNePodleNazvu.mkv](/uploads/c54e6ff4db10e0ea4f69f6f792092841/filtrovaniPodleIDNePodleNazvu.mkv)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-11-12 15:58:39,2020-11-23 09:09:53,2020-11-23 09:09:53,Release 1.3,,"Bug,Medium",0,0
66,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/66,MWF PLAIN step s příkazem DELETE FROM @SYSOBJ.R_Sf_Uzivatel_Pristupy nefunguje,Closed,"Přenos dotazu K. Leinveberové z issue #57 : chtěla bych požádat o pomoc: když vložím do MWF PLAIN step s příkazem DELETE FROM @SYSOBJ.R_Sf_Uzivatel_Pristupy, tak nefunguje. Jaké makro bych měla použít? Předem děkuji.

Odpověď M. Kubala: Kubala Milan
Kubala Milan @kubala_cdt · 13 hours ago
Reporter
toto nemoze zbehnut, SYSOBJ chrani aby zaznamy nezmizli alebo sa nepresunuli inam --treba dat surove: delete from @IFC.R_Sf_Uzivatel_Pristupy where msg_id=100016 --to zmaze zaznamy zo vsetkych vrstiev

na porade budeme musiet prebrat vztah k vrstvam aby sa to vyjasnilo",Krikava Pavel,krikava_cgi,Leinveberová Katarína,leinveberova_cgi,No,No,,2020-11-16 09:13:59,2020-11-27 14:49:04,2020-11-27 14:49:04,,,"In Scope,Medium,Question",0,0
67,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/67,pridani indexu do multiklice zhavarovalo,Closed,"Pri pokusu pridat dalsi index do multiklice do tabulky M_AKTIVUM_PRISTUP pro typ aktiva M_SLOUPEC objectEditor zhavaroval. Konkretne uz pri pokusu o nastaveni vlastniho sloupce.

![HavarieMultiklic](/uploads/93cadf4f52e2014d303b3ee894d655ec/HavarieMultiklic.PNG)",Rysanek Karel,rysanek_cgi,Lucie Adamkova,adamkova_goodatit,No,No,,2020-11-16 11:15:32,2020-11-27 17:23:54,2020-11-27 17:23:54,,,"Bug,High,In Scope",0,0
68,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/68,Nelze přidat aktivum typu mikroworkflow do sady oprávnění,Closed,"Nepřidám aktivum typu mikroworkflow do sady oprávnění. Název daného aktiva jsem vložila s clipboardu do filtru a standardně ho vyhledala. Při pokusu o přidání se však objevuje hláška DB error (from json2db) 1438: null.
Přikládám záznam.
[2020-11-18_12-15-15.mkv](/uploads/cdd786272b14eda8d5ffa16993d67d1a/2020-11-18_12-15-15.mkv)",Sklenarova Pavla,sklenarova_cgi,Kubala Milan,kubala_cdt,No,No,,2020-11-18 12:26:56,2020-11-20 13:18:05,2020-11-20 13:18:05,,,"Bug,High",0,0
69,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/69,"nelze spustit WF z aplikace, který spolehlivě fungoval",Closed,"Z aplikace session id 1509800090

nelze spustit WF
![image](/uploads/e0f2b386091c55505952db05cffcba1c/image.png)

padá na chybu:
![image](/uploads/7dcf2783e7a436bf86df1f2784e2fae4/image.png)

Prosíme opravit co nejdřív. Nemůžeme na defaultních oprávněních dál pracovat.
Děkujeme,
Katka",Leinveberová Katarína,leinveberova_cgi,Leinveberová Katarína,leinveberova_cgi,No,No,,2020-11-18 14:00:10,2020-11-23 14:07:01,2020-11-20 13:12:22,,,"Feature,Low",0,0
70,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/70,Nemůžu uložit krok MWF do WF,Closed,"Vytvořila jsem nový MWF MWF_SF_SET_DEFOP_SUPERADMIN_TABULKA2.

Tento MWF jsem chtěla zavolat jako jediný krok z nového WF WF_SF_SET_DEFOP_SUPERADMIN2.

WF nelze uložit.

![image](/uploads/1dbb4abaffc6e94739324421bd59e59b/image.png)

Padá na chybu:

![image](/uploads/8b93a52a99e8bf9ac71a96b228f36e41/image.png)


Děkuji,
Katka",Leinveberová Katarína,leinveberova_cgi,Leinveberová Katarína,leinveberova_cgi,No,No,,2020-11-18 14:08:21,2020-11-23 14:06:08,2020-11-20 17:04:16,,,"Bug,High",0,0
71,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/71,makro na multiklic->zdrojova tabulka,Closed,"Dle dohody z workhopu, prosime o vytvoreni makra, ktere z id multiklice vrati nazev zdrojove tabulky.",Rysanek Karel,rysanek_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-11-19 11:31:00,2020-12-07 17:25:17,2020-12-07 17:25:17,,,"Feature,In Progress,Medium",0,0
72,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/72,SF jaderné výjimky - implementace do jádra M_SF_JADRO_PUBLIC,Closed,"Na dnešní konzultaci s @kubala_cdt bylo dohodnuto vytvoření tabulky M_SF_JADRO_PUBLIC pro aktiva, která jsou nezbytná pro běh aplikace. Zde uvedená aktiva (tabulky, mWF, WF...) nebudou SF frameworkem kontrolována. Např. po přihlášení je nutné spustit některá mWF, která zobrazí alespoň prázdnou nabídku Service Selectoru, resp. ta WF, které má uživatel povoleny.

Náčrt mWF od @kubala_cdt:
```
	select jmeno from srv.m_mwf where jmeno like 'PF%' 
	and instr(jmeno,'_LIST_')=0 
	and instr(jmeno,'_EDIT_')=0 
	and instr(jmeno,'_TMZ_')=0 
	and instr(jmeno,'_GMSG2OUT_ASSIGNER_')=0 
	and instr(jmeno,'_OUT2GMSG_ASSIGNER_')=0 
```

Tabulka **M_SF_JADRO_VYJIMKY** je jiz definovana k materializaci viz [DB model SF](https://gitlab.cdt.cz/tpi/dokumentace/-/wikis/Security-Framework-DB-model)

Prosíme o rychlou implementaci.

Podle dohody s @kubala_cdt každý vývojář do tabulky **M_SF_JADRO_PUBLIC** vloží nezbytná mWF, WF, tabulky... (všechny typy aktiv viz [přehled aktiv](https://gitlab.cdt.cz/tpi/dokumentace/-/wikis/Security-Framework-Aktiva-prehled)), které jsou potřebná pro základní běh aplikace a nenarušují bezpečnost přístupu k datům. 

Vzhledem k tomu, že nelze assignovat více lidem, prosím následujícíc kolegy @hideghethy_goodatit, @lipovsky_goodatit, @kana_goodatit, @melloni_goodatit, aby **postupně předali kolegům asignaci tohoto issue**. Každý vývojář by měl tuto tabulku naplnit za svůj scope a udržovat resp. doplňovat.",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-11-19 14:37:21,2021-02-08 10:42:42,2021-02-08 10:42:42,Release 1.7,,"Feature,High,In Review",0,0
73,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/73,Nedostatečně velké modální okno pro seznam typů aktiv,Closed,"Situace: přidávám aktivum do sady oprávnění a vybírám typ aktiva dvojklikem v políčku aktivum_id.
Prosím o úpravu modálního okna pro seznam typů aktiv. Ovládací tlačítka jsou schovaná, okno nelze roztáhnout, k tlačítkům se lze dostat pouze pomocí tabulátoru - pro simulaci vizte přiložený záznam.
[těsné_okno.mkv](/uploads/42f8303db58533082756a86ae9ac44b3/těsné_okno.mkv)",Sklenarova Pavla,sklenarova_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-11-19 14:59:17,2020-12-10 17:29:37,2020-12-10 17:29:37,,,"In Progress,Medium",0,0
74,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/74,Nefunkční proklik na seznam položek,Closed,"Kroky: 
objekt M_ROLE, na child tabulce M_OPRAVNENI_ROLE chci přidat oprávnění - kliknu na ""+""
editace objektu M_OPRAVNENI_ROLE - dvojklik na odkaz v poli OPRAVNENI_ID

očekávané chování: otevře se mi okno se seznamem oprávnění
skutečnost: nestane se nic.

Totéž se děje na všech polích, kde můžu vybírat ze seznamu - např. uživatel_stav na detailu uživatele, obě položky na objektu R_ROLE_ORG_ROLE, delegující a delegovaný uživatel na R_DELEGOVANI.
Nelze přidávat nové položky.

Přikládám záznam.[nefunkční_výběry_ze_seznamů.mkv](/uploads/5756f688491cc72cb49b57c019d556a1/nefunkční_výběry_ze_seznamů.mkv)",Sklenarova Pavla,sklenarova_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-11-23 12:18:11,2020-11-25 10:05:59,2020-11-25 10:05:59,,,"Bug,In Review,Medium",0,0
75,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/75,WF editor i pro editaci systémových WF,Closed,"Rádi bychom, v tuto chvíli pro editaci systemoveho WF `WF STD_WF_REPORT_ENGINE`, aby bylo možno editovat systemova WF ve WF editoru. Podobně jako v object editoru systemove tabulky.",Rysanek Karel,rysanek_cgi,Fabio Melloni,melloni_goodatit,No,No,,2020-11-23 13:30:59,2020-11-23 15:13:58,2020-11-23 15:13:58,,,"Feature,Medium",0,0
76,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/76,Prava pro TPI/CGI/Devel,Closed,"Dobry den, potreboval bych v gitlabu doladit prava, abych mohl pushovat do repozitare TPI/CGI/Devel. Dekuji. 

git bash:

$ git push cdt
remote: You are not allowed to push code to this project.
fatal: unable to access 'https://gitlab.cdt.cz/tpi/cgi/devel.git/': The requested URL returned error: 403",Michal Koráb,korab_cgi,Michal Koráb,korab_cgi,No,No,,2020-11-24 10:10:10,2020-11-25 10:07:46,2020-11-25 10:07:46,,,"Feature,In Review,Medium",0,0
77,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/77,pristup na aplikacni server PREPROD na SŽ,Closed,"Dobrý den, potřebovali bychom pro mě a následující kolegyně zřídit přístup/prostup na aplikační server na prostředí TPIPREPROD, tj. 
http://szdc000phant148.d01.uadf.cz port 80. V tuto chvíli po připojení do vpn SŽ tento server/ip adresu nevidím - unreachable, ani ping, DNS resolver nic nenajde.

Po prihlaseni do VPN SŽ pouzivam login `EADF.CZ.\e-Rysanek`

Stejný přístup/prostup budeme potřebovat i pro Kateřinu Leinveberovou a Pavlu Sklenářovou, které zatím čekají na credentials do vpn SŽ.

Děkujeme za spolupráci.",Rysanek Karel,rysanek_cgi,Rysanek Karel,rysanek_cgi,No,No,,2020-11-24 10:24:14,2020-12-03 09:09:26,2020-12-03 09:09:26,,,"Feature,In Review,Medium",0,0
78,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/78,Kontrola na provázanost položek v Service selectoru již po stisku tlačítka Smazat,Open,"Pokud nelze smazat položku v Servis selektoru (je provázaná s něčím jiným), bylo by skvělé dát hlášku po stisku tlačítka smazat, ne až při pokusu o uložení - hrozí, že když se pokusím něco smazat a pak budu pokračovat v práci, tak se mi kvůli té nemožnosti smazání nepovede ani uložit následnou práci.",Sklenarova Pavla,sklenarova_cgi,Lucie Adamkova,adamkova_goodatit,No,No,,2020-11-25 09:23:08,2021-02-02 17:36:50,,,,"Feature,In Scope,Low",0,0
79,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/79,Implementace SF do jadra - aktivum TABULKA,Open,"Do přístupové matice `R_SF_UZIVATEL_PRISTUPY` již generujeme oprávnění pro aktivum typu **TABULKA**

Prosíme o implementaci přístupu pro toto aktivum do jádra.",Rysanek Karel,rysanek_cgi,Sklenarova Pavla,sklenarova_cgi,No,No,,2020-11-25 10:45:36,2021-02-18 09:13:19,,,,"Feature,High",0,0
80,https://gitlab.cdt.cz/tpi/cgi/issues/-/issues/80,Jak skrýt tlačítko Run?,Closed,"Dobrý den, chtěla jsem skrýt tlačítko RUN na editační obrazovce M_ROLE a použila jsem níže uvedený skript, který už kdysi fungoval. Skript proběhl v pořádku, ale tlačítko zůstalo. Kde by mohl být problém?
Děkuji za odpověď.


DECLARE

l_krok_id NUMBER;
l_msg_id_out NUMBER;
l_info VARCHAR2(256);

BEGIN


SRV.GENDEF_OBJ.INIT_MD_EDIT (
in_user => 'admin1'
,in_termin => 1800011 
);

SRV.GENDEF_OBJ.CREATE_GATTRIB_OVERLOAD (
in_pf_name => 'EDIT_M_ROLE'
,in_ref_element_path => 'ContainerL_BUTTON_RUN'
,in_gattrib_overload_name => 'M_Pf_Element.Visible'
,in_gattrib_overload_typ => 'USER_OVERLOAD'
,in_new_value => '0'
,in_poradi => 1
,in_ref_login => 'admin1'
,in_ref_role => NULL
,in_element_typ => NULL
,in_zruseno => 0
);


srv.gendef_obj.finish_md_edit (
o_krok_id => l_krok_id
,o_msg_id_out => l_msg_id_out
,o_info => l_info
);

COMMIT;

dbms_output.put_line( 'Spustenie DB_WRITE:'||l_info);
dbms_output.put_line( 'Msg_id_out: '||l_msg_id_out);

END;",Sklenarova Pavla,sklenarova_cgi,Peter Lipovsky,lipovsky_goodatit,No,No,,2020-11-26 14:12:46,2020-12-01 19:23:57,2020-12-01 19:23:57,,,"Medium,Question",0,0
